P_CUSTOMER_NAME,P_RECEIPT_AMOUNT,P_RECEIPT_NUMBER,P_RECEIPT_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE,UNAPPLIED_AMOUNT
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29168902591DC,31-08-2022,5000,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22241186745,29-08-2022,40000000,0,INR,UNAPP,
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",224100218GN00147,29-08-2022,34282.57,0,INR,UNAPP,
,,,,"Tecnova India",76016,QC12-KA,"QC - AXIS BANK - 8329",CITIN22330277411,01-09-2022,6000,2000,INR,UNAPP,4000
,,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",29173163941DC,01-09-2022,500,0,INR,UNAPP,
,,,,"Sensen Video Business Intelligence",74074,QC12-KA,"QC - AXIS BANK - 8329",29174048251DC,01-09-2022,20000,12900,INR,UNAPP,7100
,,,,"Zaggle Prepaid Ocean Services",202803,QC12-KA,"QC - AXIS BANK - 8329",29174580072DC,01-09-2022,23500,22400,INR,UNAPP,1100
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29116913801DC,26-08-2022,5000,0,INR,UNAPP,
,,,,"Nestle India",201736,QC12-KA,"QC - AXIS BANK - 8329",CITIN22324377895,24-08-2022,8118691.6,0,INR,UNAPP,
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-747511612-1,29-08-2022,342530,0,INR,UNAPP,
,,,,"Sree Krishna Labels",55063,QC12-KA,"QC - AXIS BANK - 8329",CMS2794488258,29-08-2022,10000,8558,INR,UNAPP,1442
,,,,,,QC12-KA,"QC - AXIS BANK - 8329",223514090936,23-08-2022,1,0,INR,UNID,
,,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",223800806GN00318,26-08-2022,210960310.78,0,INR,UNAPP,
,,,,"Paymentgenie Private Limited",76012,QC12-KA,"QC - AXIS BANK - 8329",YESOB22410040201,29-08-2022,212850,0,INR,UNAPP,
,,,,"Breathe India Advisors",200425,QC12-KA,"QC - AXIS BANK - 8329",25-745382502-1,26-08-2022,80000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29125000921DC,27-08-2022,5000,0,INR,UNAPP,
,,,,"Gullak Technologies",74013,QC12-KA,"QC - AXIS BANK - 8329",25-746575557-1,28-08-2022,48610.1,0,INR,UNAPP,
,,,,"Excellent Global Endeavors LLP",4053,QC12-KA,"QC - AXIS BANK - 8329",25-746655620-1,28-08-2022,125000,0,INR,UNAPP,
,,,,"Magna Steyr India",70161,QC12-KA,"QC - AXIS BANK - 8329",CITIN22325815519,29-08-2022,166127,166080.39,INR,UNAPP,46.61
,,,,"Axelerant Technologies",69015,QC12-KA,"QC - AXIS BANK - 8329",IDFBH22236054287,24-08-2022,65000,61900.06,INR,UNAPP,3099.94
,,,,"To The New",73027,QC12-KA,"QC - AXIS BANK - 8329",CMS2787835371,25-08-2022,400000,336347.84,INR,UNAPP,63652.16
,,,,"Ibibo Group",74076,QC12-KA,"QC - AXIS BANK - 8329",N241222095162561,29-08-2022,4600.14,0,INR,UNAPP,
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22231876637,19-08-2022,5000000,0,INR,UNAPP,
,,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0161774041,23-08-2022,199.76,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22238883531,26-08-2022,130000000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29133070151DC,28-08-2022,5000,0,INR,UNAPP,
,,,,"Dawntech Electronics",52034,QC12-KA,"QC - AXIS BANK - 8329",25-747586821-1,29-08-2022,1000000,0,INR,UNAPP,
,,,,"Finolex Cables Limited",77049,QC12-KA,"QC - AXIS BANK - 8329",N241222095198895,29-08-2022,434817,207135.61,INR,UNAPP,227681.39
,,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",208293057789,29-08-2022,177000,0,INR,UNAPP,
,,,,"Ashish Securities",200272,QC12-KA,"QC - AXIS BANK - 8329",CMS2292223020390,17-08-2022,255000,251813,INR,UNAPP,3187
,,,,"AirWorks India Engineering",95019,QC12-KA,"QC - AXIS BANK - 8329",000371683235,18-08-2022,70000,0,INR,UNAPP,
,,,,"Wealides Fintech",67013,QC12-KA,"QC - AXIS BANK - 8329",29103379221DC,25-08-2022,500000,0,INR,UNAPP,
,,,,"Ibibo Group",74076,QC12-KA,"QC - AXIS BANK - 8329",N229222081717354,17-08-2022,2038842.51,0,INR,UNAPP,
,,,,"Lifafa Tech Services",201479,QC12-KA,"QC - AXIS BANK - 8329",29028554781DC,17-08-2022,50000,0,INR,UNAPP,
,,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0162269794,25-08-2022,996.53,0,INR,UNAPP,
,,,,"Amazon Development Centre",200122,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22231003461,18-08-2022,349000,0,INR,UNAPP,
,,,,"Touchstone Enterprises",27002,QC12-KA,"QC - AXIS BANK - 8329",CMS2372223567590,25-08-2022,40000,0,INR,UNAPP,
,,,,"Mahogha Fintech",67066,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22230974805,18-08-2022,2500,781,INR,UNAPP,1719
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22232887409,20-08-2022,2000000,0,INR,UNAPP,
,,,,"VRP Telematics",93027,QC12-KA,"QC - AXIS BANK - 8329",N228222080556363,16-08-2022,1000,20,INR,UNAPP,980
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",223800181GN00238,26-08-2022,227418.68,0,INR,UNAPP,
,,,,"Sprinklr India",41038,QC12-KA,"QC - AXIS BANK - 8329",N239222092948032,27-08-2022,456000,385913.87,INR,UNAPP,70086.13
,,,,,,QC12-KA,"QC - AXIS BANK - 8329","Amazon gift codes",16-08-2022,66000,0,INR,UNID,
,,,,"Kwench Global Technologies",201452,QC12-KA,"QC - AXIS BANK - 8329",CMS2382223701366,26-08-2022,2497500,0,INR,UNAPP,
,,,,"Reward 360",202135,QC12-KA,"QC - AXIS BANK - 8329",N238222092785210,26-08-2022,67025,0,INR,UNAPP,
,,,,"Ecl Finance",200740,QC12-KA,"QC - AXIS BANK - 8329",CMS2781899450,22-08-2022,115640,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29104548291DC,25-08-2022,5000,0,INR,UNAPP,
,,,,"Amazon Development Centre",200122,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22238850710,26-08-2022,84000,0,INR,UNAPP,
,,,,"Freecharge Payment Technologies",200913,QC12-KA,"QC - AXIS BANK - 8329",N241222095002717,29-08-2022,221075.92,0,INR,UNAPP,
,,,,"Breathe India Advisors",200427,QC12-KA,"QC - AXIS BANK - 8329",25-745382535-1,26-08-2022,100000,0,INR,UNAPP,
,,,,"Lifafa Tech Services",201479,QC12-KA,"QC - AXIS BANK - 8329",25-746555130-1,28-08-2022,75000,0,INR,UNAPP,
,,,,"Broadbuy Technovative Solutions",70155,QC12-KA,"QC - AXIS BANK - 8329",25-747568428-1,29-08-2022,25000,0,INR,UNAPP,
,,,,"Icici Bank",201205,QC12-KA,"QC - AXIS BANK - 8329",ICICH22229717155,17-08-2022,1887000,0,INR,UNAPP,
,,,,"Icici Bank",201205,QC12-KA,"QC - AXIS BANK - 8329",ICICH22231806464,19-08-2022,471750,0,INR,UNAPP,
,,,,"Ashish Securities",200272,QC12-KA,"QC - AXIS BANK - 8329",CMS2412223848589,29-08-2022,7000,6913,INR,UNAPP,87
,,,,"Astra Business Services",82015,QC12-KA,"QC - AXIS BANK - 8329",CMS2791397954,30-08-2022,54500,20913,INR,UNAPP,33587
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-750293782-1,30-08-2022,302502,0,INR,UNAPP,
,,,,"Zingoy Rewards",202822,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022083092214439,30-08-2022,500000,499761.96,INR,UNAPP,238.04
,,,,"Discount Tadkaa India",51015,QC12-KA,"QC - AXIS BANK - 8329",25-750581822-1,30-08-2022,50000,0,INR,UNAPP,
,,,,"Lifafa Tech Services",201479,QC12-KA,"QC - AXIS BANK - 8329",25-748937943-1,29-08-2022,25000,0,INR,UNAPP,
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22235802481,23-08-2022,4500000,0,INR,UNAPP,
,,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",29085325671DC,23-08-2022,1500,0,INR,UNAPP,
,,,,Rashidha,86011,QC12-KA,"QC - AXIS BANK - 8329",25-750837006-1,30-08-2022,10000,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22242671382,30-08-2022,54000,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22242670103,30-08-2022,200000,0,INR,UNAPP,
,,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0162953784,30-08-2022,26712.22,0,INR,UNAPP,
,,,,"Crompton Greaves Consumer Electricals Ltd",32009,QC12-KA,"QC - AXIS BANK - 8329",SCBLH22234811376,22-08-2022,2490570,312623.3,INR,UNAPP,2177946.7
,,,,"Icici Bank",201205,QC12-KA,"QC - AXIS BANK - 8329",000126604742,24-08-2022,25467.36,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29097828141DC,24-08-2022,5000,0,INR,UNAPP,
,,,,"Coupondunia Media",200596,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022083092423102,30-08-2022,300000,21372.82,INR,UNAPP,278627.18
,,,,"Zobox Retails Private Limited",5002,QC12-KA,"QC - AXIS BANK - 8329",29083260771DC,23-08-2022,200000,166566,INR,UNAPP,33434
,,,,"Urban Ladder Home Decor Solution Pvt Ltd",18026,QC12-KA,"QC - AXIS BANK - 8329",CITIN22325957103,29-08-2022,465382.44,0,INR,UNAPP,
,,,,"Tango Card, Inc-Api",202472,QC12-KA,"QC - AXIS BANK - 8329",N241222094870855,29-08-2022,2500000,0,INR,UNAPP,
,,,,"A R Landcraft",200019,QC12-KA,"QC - AXIS BANK - 8329",N236222090079660,24-08-2022,247500,247477,INR,UNAPP,23
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29104558621DC,25-08-2022,5000,0,INR,UNAPP,
,,,,"Unity Small Finance Bank",93016,QC12-KA,"QC - AXIS BANK - 8329",CMS2798280933,30-08-2022,1663.2,0,INR,UNAPP,
,,,,"Snowtint Technologies",202349,QC12-KA,"QC - AXIS BANK - 8329",25-752495952-1,30-08-2022,97000,0,INR,UNAPP,
,,,,"Snapwiz Edutec (India)",55059,QC12-KA,"QC - AXIS BANK - 8329",CMS2794355432,30-08-2022,10000,9899.94,INR,UNAPP,100.06
,,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",208305837914,30-08-2022,81000,0,INR,UNAPP,
,,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",29085338631DC,23-08-2022,2000,0,INR,UNAPP,
,,,,"Reward 360",202135,QC12-KA,"QC - AXIS BANK - 8329",N236222089033779,24-08-2022,187670,0,INR,UNAPP,
,,,,"Touchstone Enterprises",27002,QC12-KA,"QC - AXIS BANK - 8329",CMS2362223487336,24-08-2022,100000,0,INR,UNAPP,
,,,,"Grovalue Industries",201078,QC12-KA,"QC - AXIS BANK - 8329",N242222096484899,30-08-2022,100000,0,INR,UNAPP,
,,,,"Perfetti Van Melle India",4026,QC12-KA,"QC - AXIS BANK - 8329",CITIN22324863870,25-08-2022,253700,86400,INR,UNAPP,167300
,,,,"Crompton Greaves Consumer Electricals Ltd",32009,QC12-KA,"QC - AXIS BANK - 8329",SCBLH22236807989,24-08-2022,3806813,88079.2,INR,UNAPP,3718733.8
,,,,"Optel Vision India",71080,QC12-KA,"QC - AXIS BANK - 8329",CMS2787030899,26-08-2022,5000,0,INR,UNAPP,
,,,,"Akzo Nobel India",200099,QC12-KA,"QC - AXIS BANK - 8329",223800084GN00010,26-08-2022,8080793.58,7481372.58,INR,UNAPP,599421
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-743708901-1,26-08-2022,414700,0,INR,UNAPP,
,,,,"Splash Business Intelligence",82014,QC12-KA,"QC - AXIS BANK - 8329",25-744860513-1,26-08-2022,10000,2000,INR,UNAPP,8000
,,,,Nearbuy.Com,201730,QC12-KA,"QC - AXIS BANK - 8329",CMS2800663489,31-08-2022,73293.5,0,INR,UNAPP,
,,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",208318059035,31-08-2022,299000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29168841541DC,31-08-2022,5000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29168891721DC,31-08-2022,5000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29168789811DC,31-08-2022,5000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29168874001DC,31-08-2022,5000,0,INR,UNAPP,
,,,,Nearbuy.Com,201730,QC12-KA,"QC - AXIS BANK - 8329",CMS2786013764,24-08-2022,57340,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29097844641DC,24-08-2022,5000,0,INR,UNAPP,
,,,,"Paymentgenie Private Limited",76012,QC12-KA,"QC - AXIS BANK - 8329",YESOB22370001673,25-08-2022,153725,0,INR,UNAPP,
,,,,"Sproxil Brand Protection Solution",202379,QC12-KA,"QC - AXIS BANK - 8329",N242222097141120,30-08-2022,1000000,0,INR,UNAPP,
,,,,"Dawntech Electronics",52034,QC12-KA,"QC - AXIS BANK - 8329",25-752184533-1,30-08-2022,10000000,0,INR,UNAPP,
,,,,"Dawntech Electronics",52034,QC12-KA,"QC - AXIS BANK - 8329",25-752184722-1,30-08-2022,10000000,0,INR,UNAPP,
,,,,"Phi Seeds",201950,QC12-KA,"QC - AXIS BANK - 8329",IN1ON2208300B5QC,30-08-2022,25527509.91,322945.01,INR,UNAPP,25204564.9
,,,,"Pockket Payment Technologies",96024,QC12-KA,"QC - AXIS BANK - 8329",25-776004637-1,12-09-2022,48540,48500,INR,UNAPP,40
,,,,"Nucleus Software Exports",201786,QC12-KA,"QC - AXIS BANK - 8329",CITIN22334414978,09-09-2022,33930,19792.25,INR,UNAPP,14137.75
,,,,,,QC12-KA,"QC - AXIS BANK - 8329",223622661378,24-08-2022,1000,0,INR,UNID,
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",225200192GN00279,09-09-2022,24787.8,0,INR,UNAPP,
,,,,"Amazon Development Centre",200122,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22252882496,09-09-2022,500000,0,INR,UNAPP,
,,,,"Easyrewardz Software Services",67006,QC12-KA,"QC - AXIS BANK - 8329",AXISP00318689402,08-09-2022,300000,0,INR,UNAPP,
,,,,"Tech Mahindra Business Services",202498,QC12-KA,"QC - AXIS BANK - 8329",KKBKR22022090900022707,09-09-2022,499991.25,0,INR,UNAPP,
,,,,"Saluto Wellness",202215,QC12-KA,"QC - AXIS BANK - 8329",INDBN09099729576,09-09-2022,300000,0,INR,UNAPP,
,,,,"Global Garner Sales Services",201011,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022091200508742,12-09-2022,1000000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-776128456-1,12-09-2022,166650,0,INR,UNAPP,
,,,,"Interviewbit Software Services Private Limited",71009,QC12-KA,"QC - AXIS BANK - 8329",CMS2820574537,09-09-2022,116500,11785.44,INR,UNAPP,104714.56
,,,,"Aks Interactive Solutions",200097,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22253840200,10-09-2022,100000,53725,INR,UNAPP,46275
,,,,"Blitzpath Innovations",71021,QC12-KA,"QC - AXIS BANK - 8329",N252222113766297,09-09-2022,10000,5250.03,INR,UNAPP,4749.97
,,,,"IT Communication",52039,QC12-KA,"QC - AXIS BANK - 8329",AXSK222520016424,09-09-2022,1500000,1454223,INR,UNAPP,45777
,,,,"Ibibo Group",74076,QC12-KA,"QC - AXIS BANK - 8329",N252222113775317,09-09-2022,29631.75,0,INR,UNAPP,
,,,,"Breathe India Advisors",200427,QC12-KA,"QC - AXIS BANK - 8329",25-773970717-1,10-09-2022,60000,0,INR,UNAPP,
,,,,Itc,201334,QC12-KA,"QC - AXIS BANK - 8329",IN1ON22082405KVJ,24-08-2022,10000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-746494730-1,28-08-2022,388880,0,INR,UNAPP,
,,,,"Ibibo Group",74076,QC12-KA,"QC - AXIS BANK - 8329",N245222102133919,02-09-2022,14760.6,0,INR,UNAPP,
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",224800228GN00049,05-09-2022,56844.58,0,INR,UNAPP,
,,,,"Breathe India Advisors",200427,QC12-KA,"QC - AXIS BANK - 8329",25-735043647-1,20-08-2022,20000,0,INR,UNAPP,
,,,,"Airtel Payments Bank",200092,QC12-KA,"QC - AXIS BANK - 8329",A251220011079271,08-09-2022,1000000,304276.53,INR,UNAPP,695723.47
,,,,"Akzo Nobel Paints Marketing Sdn Bhd",67017,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO.1541FIR2202645 USD ",07-09-2022,471,0,USD,UNAPP,
,,,,"Excellent Global Endeavors LLP",4053,QC12-KA,"QC - AXIS BANK - 8329",25-771803658-1,09-09-2022,70000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22252868283,09-09-2022,514380,0,INR,UNAPP,
,,,,"Gullak Technologies",74013,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022090100545939,01-09-2022,1000000,0,INR,UNAPP,
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22245759057,02-09-2022,850000,0,INR,UNAPP,
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22228987491,16-08-2022,4800000,0,INR,UNAPP,
,,,,"Smallcase Technologies",80012,QC12-KA,"QC - AXIS BANK - 8329",YESB22514102471,08-09-2022,300000,176909.17,INR,UNAPP,123090.83
,,,,Goapptiv,201023,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022090200541515,02-09-2022,1000000,0,INR,UNAPP,
,,,,"Dsoft Innovations",200718,QC12-KA,"QC - AXIS BANK - 8329",25-760937355-1,03-09-2022,52000,32305.66,INR,UNAPP,19694.34
,,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",209054563104,05-09-2022,245000,0,INR,UNAPP,
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",224402114GN00158,02-09-2022,686756.02,0,INR,UNAPP,
,,,,"Mobius Knowledge Services",71016,QC12-KA,"QC - AXIS BANK - 8329",N245222102606672,02-09-2022,18000,8000,INR,UNAPP,10000
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-765146169-1,06-09-2022,246020,0,INR,UNAPP,
,,,,"Ibibo Group",74076,QC12-KA,"QC - AXIS BANK - 8329",N234222087020994,22-08-2022,7360.24,0,INR,UNAPP,
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22231876329,19-08-2022,5000000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",223500556GN00154,23-08-2022,171184983.51,0,INR,UNAPP,
,,,,"Zingoy Rewards",202822,QC12-KA,"QC - AXIS BANK - 8329",N245222101454428,02-09-2022,200000,0,INR,UNAPP,
,,,,"Doboz Solutions",200700,QC12-KA,"QC - AXIS BANK - 8329",N249222108061858,06-09-2022,150000,55246.34,INR,UNAPP,94753.66
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29243920261DC,07-09-2022,20000,0,INR,UNAPP,
,,,,"Freecharge Payment Technologies",200913,QC12-KA,"QC - AXIS BANK - 8329",N245222102203003,02-09-2022,78417.44,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8517",HSBCN22251717601,08-09-2022,260000,0,INR,UNAPP,
,,,,"Breathe India Advisors",200425,QC12-KA,"QC - AXIS BANK - 8329",25-735042623-1,20-08-2022,50000,0,INR,UNAPP,
,,,,"Coupl Technologies",77062,QC12-KA,"QC - AXIS BANK - 8329",N234222086112874,22-08-2022,50000,0,INR,UNAPP,
,,,,"Indian Oil Corporation",201243,QC12-KA,"QC - AXIS BANK - 8329",SBIN122237828412,25-08-2022,743193,636493,INR,UNAPP,106700
,,,,"Vays Infotech",71011,QC12-KA,"QC - AXIS BANK - 8329",25-733567165-1,19-08-2022,200000,0,INR,UNAPP,
,,,,"Pan Gulf Technologies",68058,QC12-KA,"QC - AXIS BANK - 8329",29178276001DC,01-09-2022,86625,77955,INR,UNAPP,8670
,,,,"Kotak Mahindra Bank",201424,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22245605585,02-09-2022,26443.13,980.13,INR,UNAPP,25463
,,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0164055790,05-09-2022,399.52,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29073914931DC,22-08-2022,5000,0,INR,UNAPP,
,,,,"Intelligent Industrial Internet Systems",70172,QC12-KA,"QC - AXIS BANK - 8329",N245222102739271,02-09-2022,10000,0,INR,UNAPP,
,,,,"Advergame Technologies",41039,QC12-KA,"QC - AXIS BANK - 8329",25-729181512-1,17-08-2022,100000,20442.24,INR,UNAPP,79557.76
,,,,"Lulu Muscat Hypermarket LLC",72027,QC12-KA,"QC - INDUSIND BANK - 2264",IRM0008221107076,19-08-2022,3216.8,0,USD,UNAPP,
,,,,"Finnovation Tech Solutions",200873,QC12-KA,"QC - AXIS BANK - 8329",YESB22346810953,22-08-2022,10000000,0,INR,UNAPP,
,,,,"Nowapps Technologies",201776,QC12-KA,"QC - AXIS BANK - 8329",N241221335939910,29-08-2022,100000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-753265610-1,31-08-2022,400280,0,INR,UNAPP,
,,,,"Crompton Greaves Consumer Electricals Ltd",32009,QC12-KA,"QC - AXIS BANK - 8329",SCBLH22229812590,17-08-2022,20375762.35,20367300.94,INR,UNAPP,8461.41
,,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",208179713923,17-08-2022,495000,0,INR,UNAPP,
,,,,"Balaji Communications",80024,QC12-KA,"QC - AXIS BANK - 8329",BARBH22234752709,22-08-2022,2400000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29079965141DC,23-08-2022,5000,0,INR,UNAPP,
,,,,"Excellent Global Endeavors LLP",4053,QC12-KA,"QC - AXIS BANK - 8329",25-761588686-1,04-09-2022,100000,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29168738191DC,31-08-2022,5000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-755333929-1,01-09-2022,333340,0,INR,UNAPP,
,,,,"Service Lee Technologies",202283,QC12-KA,"QC - AXIS BANK - 8329",CMS2442224186072,01-09-2022,4000000,877579,INR,UNAPP,3122421
,,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",29085288421DC,23-08-2022,400,0,INR,UNAPP,
,,,,"TP Western Odisha Distribution",74024,QC12-KA,"QC - AXIS BANK - 8329",SBINR12022082300737072,23-08-2022,937500,0,INR,UNAPP,
,,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",29104588461DC,25-08-2022,5000,0,INR,UNAPP,
,,,,"Anytech E Waste",44022,QC12-KA,"QC - AXIS BANK - 8329",25-752536361-1,30-08-2022,250000,216220,INR,UNAPP,33780
,,,,"Flipkart Internet",200885,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22235483830,23-08-2022,7490249.16,0,INR,UNAPP,
,,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",N245222101531900,02-09-2022,500000,0,INR,UNAPP,
,,,,"Upgrad Education",202648,QC12-KA,"QC - AXIS BANK - 8329",CMS2462224416960,03-09-2022,1223520,1200000,INR,UNAPP,23520
,,,,"Easyrewardz Software Services",67006,QC12-KA,"QC - AXIS BANK - 8329",AXISP00313884963,24-08-2022,200000,0,INR,UNAPP,
,,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",223600216GN00075,24-08-2022,230286.48,122655.71,INR,UNAPP,107630.77
,,,,"Aidea Solutions Pvt Ltd",81005,QC12-KA,"QC - AXIS BANK - 8329",29091697941DC,24-08-2022,2000,300,INR,UNAPP,1700
,,,,"Irewards Solutions",60004,QC12-KA,"QC - AXIS BANK - 8329",N248222105150829,05-09-2022,4750,4675.01,INR,UNAPP,74.99
,,,,"Pockket Payment Technologies",96024,QC12-KA,"QC - AXIS BANK - 8329",25-763666424-1,05-09-2022,48540,48500,INR,UNAPP,40
,,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-741900116-1,25-08-2022,381090,0,INR,UNAPP,
