P_CUSTOMER_NAME,P_FROM_DATE,P_TO_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,UNAPPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",227CH0929LQ40951,13-07-2022,9615.37,9615.37,0,INR,APP
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",227CH0931OW62L07,13-07-2022,1855286.85,1855286.85,0,INR,APP
,,,"Adda 360",71029,QC12-KA,"QC - AXIS BANK - 8329",25-670629050-1,13-07-2022,500000,500000,0,INR,APP
,,,"Adda 360",71029,QC12-KA,"QC - AXIS BANK - 8329",25-670629760-1,13-07-2022,499999,499999,0,INR,APP
,,,"Adda 360",71029,QC12-KA,"QC - AXIS BANK - 8329",25-670630738-1,13-07-2022,1000000,1000000,0,INR,APP
,,,"Affinity India",200082,QC12-KA,"QC - AXIS BANK - 8329",25-670657705-1,13-07-2022,100000,100000,0,INR,APP
,,,"Oriens It Solutions",201854,QC12-KA,"QC - AXIS BANK - 8329",25-670713575-1,13-07-2022,100000,100000,0,INR,APP
,,,"Rudram Enterprises",32015,QC12-KA,"QC - AXIS BANK - 8329",25-670737206-1,13-07-2022,38220,38220,0,INR,APP
,,,"Slcs Enterprises (Opc)",202338,QC12-KA,"QC - AXIS BANK - 8329",25-670754831-1,13-07-2022,2592000,2592000,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",25-670834514-1,13-07-2022,1465050,1465050,0,INR,APP
,,,"Slcs Enterprises (Opc)",202338,QC12-KA,"QC - AXIS BANK - 8329",25-670865419-1,13-07-2022,222720,222720,0,INR,APP
,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",25-670867846-1,13-07-2022,304940,304940,0,INR,APP
,,,"Selectkaro India",202274,QC12-KA,"QC - AXIS BANK - 8329",25-670884747-1,13-07-2022,400000,400000,0,INR,APP
,,,Pointhai.Com,201983,QC12-KA,"QC - AXIS BANK - 8329",25-670924079-1,13-07-2022,281184,281184,0,INR,APP
,,,"Affinity India",200082,QC12-KA,"QC - AXIS BANK - 8329",25-670994446-1,13-07-2022,100000,100000,0,INR,APP
,,,Knovedad,201417,QC12-KA,"QC - AXIS BANK - 8329",25-671005029-1,13-07-2022,20000,20000,0,INR,APP
,,,"Relcube India",202109,QC12-KA,"QC - AXIS BANK - 8329",25-671033368-1,13-07-2022,50000,50000,0,INR,APP
,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-671051523-1,13-07-2022,200000,200000,0,INR,APP
,,,"Eric Enterprises",60018,QC12-KA,"QC - AXIS BANK - 8329",25-671075797-1,13-07-2022,67900,67900,0,INR,APP
,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-671188537-1,13-07-2022,150000,150000,0,INR,APP
,,,"Spal Connects",54006,QC12-KA,"QC - AXIS BANK - 8329",25-671256676-1,13-07-2022,100000,100000,0,INR,APP
,,,"Foxglove Business Services",200907,QC12-KA,"QC - AXIS BANK - 8329",25-671371895-1,13-07-2022,48000,48000,0,INR,APP
,,,"KDS Mobile Hub",4030,QC12-KA,"QC - AXIS BANK - 8329",25-671385591-1,13-07-2022,180000,180000,0,INR,APP
,,,"Fastside Rewards",200861,QC12-KA,"QC - AXIS BANK - 8329",25-671503983-1,13-07-2022,48250,48250,0,INR,APP
,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-671557334-1,13-07-2022,140000,140000,0,INR,APP
,,,"Nivid Rewards",201766,QC12-KA,"QC - AXIS BANK - 8329",25-671638280-1,13-07-2022,475000,475000,0,INR,APP
,,,"Wealides Fintech",67013,QC12-KA,"QC - AXIS BANK - 8329",25-671680462-1,13-07-2022,200000,,,INR,UNAPP
,,,"H A Enterprises",201091,QC12-KA,"QC - AXIS BANK - 8329",25-671796387-1,13-07-2022,400000,400000,0,INR,APP
,,,"Selectkaro India",202274,QC12-KA,"QC - AXIS BANK - 8329",25-671823081-1,13-07-2022,300000,300000,0,INR,APP
,,,"GREENTECK REMAN",37007,QC12-KA,"QC - AXIS BANK - 8329",25-671899393-1,13-07-2022,50000,50000,0,INR,APP
,,,"Central Mobiles",60012,QC12-KA,"QC - AXIS BANK - 8329",25-671965709-1,13-07-2022,300000,300000,0,INR,APP
,,,"GET Electronics",44005,QC12-KA,"QC - AXIS BANK - 8329",25-672073323-1,13-07-2022,200000,200000,0,INR,APP
,,,"Dawntech Electronics",52034,QC12-KA,"QC - AXIS BANK - 8329",25-672079541-1,13-07-2022,3000000,3000000,0,INR,APP
,,,"Thou Global Mercantile Services",202541,QC12-KA,"QC - AXIS BANK - 8329",25-672098478-1,13-07-2022,120000,120000,0,INR,APP
,,,"Saffroncoin Solutions",202205,QC12-KA,"QC - AXIS BANK - 8329",25-672105459-1,13-07-2022,177800,177800,0,INR,APP
,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-672109476-1,13-07-2022,200000,200000,0,INR,APP
,,,"Ss Retail",9009,QC12-KA,"QC - AXIS BANK - 8329",25-672118148-1,13-07-2022,100000,100000,0,INR,APP
,,,"H A Enterprises",201091,QC12-KA,"QC - AXIS BANK - 8329",25-672136727-1,13-07-2022,50000,50000,0,INR,APP
,,,"Thirumala Mobiles",70179,QC12-KA,"QC - AXIS BANK - 8329",25-672148384-1,13-07-2022,400000,400000,0,INR,APP
,,,"Sakshi Electronics",202210,QC12-KA,"QC - AXIS BANK - 8329",25-672170235-1,13-07-2022,90000,90000,0,INR,APP
,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-672183156-1,13-07-2022,100000,100000,0,INR,APP
,,,"Bestiam Consulting International Pvt Ltd",35005,QC12-KA,"QC - AXIS BANK - 8329",25-672281045-1,13-07-2022,50000,50000,0,INR,APP
,,,"KDS Mobile Hub",4030,QC12-KA,"QC - AXIS BANK - 8329",25-672291919-1,13-07-2022,130000,130000,0,INR,APP
,,,"Pure Optimum Marketing Services",202027,QC12-KA,"QC - AXIS BANK - 8329",28499681731DC,13-07-2022,4300,4300,0,INR,APP
,,,"Aelite Logistics And Marketing",200078,QC12-KA,"QC - AXIS BANK - 8329",28499776921DC,13-07-2022,13873253.77,13873253.77,0,INR,APP
,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",28506599981DC,13-07-2022,20000,,,INR,UNAPP
,,,"Digify Televentures",44021,QC12-KA,"QC - AXIS BANK - 8329",28507003661DC,13-07-2022,200000,200000,0,INR,APP
,,,"Unipe Services",55086,QC12-KA,"QC - AXIS BANK - 8329",28507277781DC,13-07-2022,10000,10000,0,INR,APP
,,,"Intermesh Shop Network",201304,QC12-KA,"QC - AXIS BANK - 8329",28507704831DC,13-07-2022,644000,644000,0,INR,APP
,,,"Intermesh Shop Network",201304,QC12-KA,"QC - AXIS BANK - 8329",28507705261DC,13-07-2022,400000,400000,0,INR,APP
,,,"Join Commerce",201354,QC12-KA,"QC - AXIS BANK - 8329",28507705631DC,13-07-2022,800000,800000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",28507724941DC,13-07-2022,306500,306500,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",28507789251DC,13-07-2022,120000,120000,0,INR,APP
,,,"Pharmasquire Media & Publishing",77019,QC12-KA,"QC - AXIS BANK - 8329",28508139821DC,13-07-2022,171731,171731,0,INR,APP
,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",28508439271DC,13-07-2022,58797,,,INR,UNAPP
,,,"Voucher Activation Services India",55057,QC12-KA,"QC - AXIS BANK - 8329",28508550881DC,13-07-2022,85000,85000,0,INR,APP
,,,"TCW Tea",86045,QC12-KA,"QC - AXIS BANK - 8329",28508734841DC,13-07-2022,1905,,,INR,UNAPP
,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",28508807041DC,13-07-2022,2502,,,INR,UNAPP
,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",28508825561DC,13-07-2022,726,,,INR,UNAPP
,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",28508949841DC,13-07-2022,1251,,,INR,UNAPP
,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",28509201501DC,13-07-2022,12500,,,INR,UNAPP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",28509421131DC,13-07-2022,44000,44000,0,INR,APP
,,,"Retail Kloud9 Technologies India",73020,QC12-KA,"QC - AXIS BANK - 8329",28510819391DC,13-07-2022,69700,69700,0,INR,APP
,,,"Intermesh Shop Network",201304,QC12-KA,"QC - AXIS BANK - 8329",28511218521DC,13-07-2022,207000,207000,0,INR,APP
,,,"Untitled Marketing Services",77005,QC12-KA,"QC - AXIS BANK - 8329",28511226981DC,13-07-2022,49470,49470,0,INR,APP
,,,"Ecaps Computers India",200739,QC12-KA,"QC - AXIS BANK - 8329",28511694141DC,13-07-2022,10000,10000,0,INR,APP
,,,"Vernost Marketing Services",202690,QC12-KA,"QC - AXIS BANK - 8329",28513277731DC,13-07-2022,1,1,0,INR,APP
,,,"Vernost Marketing Services",202690,QC12-KA,"QC - AXIS BANK - 8329",28513277761DC,13-07-2022,975000,975000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",28513529841DC,13-07-2022,458000,458000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",28517060831DC,13-07-2022,371117,371117,0,INR,APP
,,,"Gifting Ideas",34008,QC12-KA,"QC - AXIS BANK - 8329",447740,13-07-2022,260015,260015,0,INR,APP
,,,"Gifting Ideas",34008,QC12-KA,"QC - AXIS BANK - 8329",447741,13-07-2022,2932,2932,0,INR,APP
,,,"Gifting Ideas",34008,QC12-KA,"QC - AXIS BANK - 8329",447765,13-07-2022,63537,63537,0,INR,APP
,,,"Gifting Ideas",34008,QC12-KA,"QC - AXIS BANK - 8329",447766,13-07-2022,72654,72654,0,INR,APP
,,,"Airtel Payments Bank",200093,QC12-KA,"QC - AXIS BANK - 8329",A194220010695577,13-07-2022,2416.8,2416.8,0,INR,APP
,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",AXISP00303400717,13-07-2022,88611.31,88611.31,0,INR,APP
,,,"Easyrewardz Software Services",67006,QC12-KA,"QC - AXIS BANK - 8329",AXISP00303476552,13-07-2022,250000,250000,0,INR,APP
,,,"AK Enterprises",4013,QC12-KA,"QC - AXIS BANK - 8329",AXSK221940009562,13-07-2022,320000,320000,0,INR,APP
,,,"Bhartiya City Developers",200366,QC12-KA,"QC - AXIS BANK - 8329",BARBH22194793591,13-07-2022,1804050,1804050,0,INR,APP
,,,"Line Investments And Property Llc",12002,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO 1541FSGC2306087 USD",13-07-2022,5250,5250,0,USD,APP
,,,Al-Futtaim,52052,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO 1541FSGC2306089 USD",13-07-2022,245.59,245.59,0,USD,APP
,,,Al-Futtaim,31001,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO 1541FSGC2306103 USD",13-07-2022,22438,22438,0,USD,APP
,,,"Philippine Airlines, Inc",64023,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO.1541FIR2202019 USD ",13-07-2022,12000,12000,0,USD,APP
,,,"Line Investments And Property Llc",12002,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO.1541FIR2202021 USD ",13-07-2022,1702,1702,0,USD,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329",CB0018813678,13-07-2022,952.45,952.45,0,INR,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329",CB0018813689,13-07-2022,147.78,147.78,0,INR,APP
,,,"Shell India Markets",202294,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304808180,13-07-2022,53190,53190,0,INR,APP
,,,"Protiviti India Member",202020,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304811074,13-07-2022,145500,145500,0,INR,APP
,,,"Beckman Coulter India",200343,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304820139,13-07-2022,6250,6250,0,INR,APP
,,,"Cybage Software",200635,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304883218,13-07-2022,1000000,1000000,0,INR,APP
,,,Snapdeal,202346,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304887335,13-07-2022,4351,4351,0,INR,APP
,,,"Basf Chemicals India",200331,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304999577,13-07-2022,13650,13650,0,INR,APP
,,,"Basf India",200332,QC12-KA,"QC - AXIS BANK - 8329",CITIN22304999760,13-07-2022,754071.99,754071.99,0,INR,APP
,,,"Mars International India",201591,QC12-KA,"QC - AXIS BANK - 8329",CITIN22305210914,13-07-2022,14587.5,14587.5,0,INR,APP
,,,"Home Credit India Finance",201165,QC12-KA,"QC - AXIS BANK - 8329",CITIR52022071300700398,13-07-2022,254625,254625,0,INR,APP
,,,"Kwench Global Technologies",201452,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219785038,13-07-2022,4990000,4990000,0,INR,APP
,,,"O C Tanner India",201803,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219785125,13-07-2022,5000000,5000000,0,INR,APP
,,,"Kwench Global Technologies",201452,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219789620,13-07-2022,5000000,5000000,0,INR,APP
,,,"O C Tanner India",201806,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219789638,13-07-2022,445973.5,445973.5,0,INR,APP
,,,"O C Tanner India",201803,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219789667,13-07-2022,3087647.32,3087647.32,0,INR,APP
,,,"O C Tanner India",201803,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219795576,13-07-2022,5000000,5000000,0,INR,APP
,,,"Heritage Nutrivet",83034,QC12-KA,"QC - AXIS BANK - 8329",CMS1942219828358,13-07-2022,5500,5500,0,INR,APP
,,,"WISSEN TECHNOLOGY PVT LTD",82008,QC12-KA,"QC - AXIS BANK - 8329",CMS2700419355,13-07-2022,109000,109000,0,INR,APP
,,,"Budli Internet",200449,QC12-KA,"QC - AXIS BANK - 8329",CMS2700422255,13-07-2022,1010,1010,0,INR,APP
,,,"Thriwe Consulting Private Limited",24019,QC12-KA,"QC - AXIS BANK - 8329",CMS2701240297,13-07-2022,1900000,1900000,0,INR,APP
,,,"Thriwe Consulting Private Limited",24019,QC12-KA,"QC - AXIS BANK - 8329",CMS2701240300,13-07-2022,184800,184800,0,INR,APP
,,,"Sree Krishna Labels",55063,QC12-KA,"QC - AXIS BANK - 8329",CMS2701362077,13-07-2022,1039,1039,0,INR,APP
,,,"Eih Limited",200764,QC12-KA,"QC - AXIS BANK - 9303",CMS2701434727,13-07-2022,141613.88,141613.88,0,INR,APP
,,,"Manak Waste Management",201570,QC12-KA,"QC - AXIS BANK - 8329",CMS2701568005,13-07-2022,10000000,10000000,0,INR,APP
,,,Nearbuy.Com,201730,QC12-KA,"QC - AXIS BANK - 8329",CMS2701607724,13-07-2022,120550.5,120550.5,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2701808383,13-07-2022,168247.1,168247.1,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2701808478,13-07-2022,6936161.2,6936161.2,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2701808481,13-07-2022,97090.13,97090.13,0,INR,APP
,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381728679,13-07-2022,200000,200000,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381767828,13-07-2022,7000000,7000000,0,INR,APP
,,,"Reward360 Global Services",202140,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381777360,13-07-2022,1000000,1000000,0,INR,APP
,,,"Reward360 Global Services",32005,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381783054,13-07-2022,237553.75,237553.75,0,INR,APP
,,,"Reward360 Global Services",13004,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381783060,13-07-2022,4000000,4000000,0,INR,APP
,,,"Ozone Overseas",53005,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381799420,13-07-2022,1000000,1000000,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381863484,13-07-2022,242543.3,242543.3,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381868968,13-07-2022,490710.08,490710.08,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381874199,13-07-2022,486922.77,486922.77,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381874478,13-07-2022,239096.75,239096.75,0,INR,APP
,,,"Zingoy Rewards",202819,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381887216,13-07-2022,2500000,2500000,0,INR,APP
,,,"Wishery Online Private Limited",67115,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022071381891194,13-07-2022,70000000,70000000,0,INR,APP
,,,"Amazon Development Centre",200122,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194075270,13-07-2022,2724300,,,INR,UNAPP
,,,"Amazon Development Centre",200122,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194075597,13-07-2022,1153500,,,INR,UNAPP
,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194075702,13-07-2022,6200000,6200000,0,INR,APP
,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194077815,13-07-2022,14164635,14164635,0,INR,APP
,,,"Samsung R&D Institute India",202230,QC12-KA,"QC - AXIS BANK - 9303",HSBCN22194117417,13-07-2022,40583.82,40583.82,0,INR,APP
,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194136684,13-07-2022,194000,194000,0,INR,APP
,,,"Bi Worldwide",200369,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194147888,13-07-2022,56100,56100,0,INR,APP
,,,"Bi Worldwide",200369,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194147891,13-07-2022,36000,36000,0,INR,APP
,,,"MINDRAY MEDICAL",70115,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194191345,13-07-2022,14700,14700,0,INR,APP
,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194195169,13-07-2022,20969877.34,20969877.34,0,INR,APP
,,,"Madison Incentives Management",32004,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22194220767,13-07-2022,638678.8,638678.8,0,INR,APP
,,,"Prexo Trading",202004,QC12-KA,"QC - AXIS BANK - 8329",IBKLH22194004062,13-07-2022,500000,500000,0,INR,APP
,,,Marico,201587,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022071300010228,13-07-2022,297749,297749,0,INR,APP
,,,"Celia Enterprises LLP",55124,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022071300502208,13-07-2022,950000,950000,0,INR,APP
